Cylinder 1
     1         0
     0.9998    0.0157
     0.999     0.0314
     0.9978    0.0471
     0.9961    0.0627
     0.9938    0.0782
     0.9911    0.0937
     0.988     0.1091
     0.9843    0.1243
     0.9801    0.1395
     0.9755    0.1545
     0.9704    0.1694
     0.9649    0.1841
     0.9589    0.1986
     0.9524    0.2129
     0.9455    0.227
     0.9382    0.2409
     0.9304    0.2545
     0.9222    0.2679
     0.9135    0.281
     0.9045    0.2939
     0.8951    0.3065
     0.8853    0.3187
     0.8751    0.3307
     0.8645    0.3423
     0.8536    0.3536
     0.8423    0.3645
     0.8307    0.3751
     0.8187    0.3853
     0.8065    0.3951
     0.7939    0.4045
     0.781     0.4135
     0.7679    0.4222
     0.7545    0.4304
     0.7409    0.4382
     0.727     0.4455
     0.7129    0.4524
     0.6986    0.4589
     0.6841    0.4649
     0.6694    0.4704
     0.6545    0.4755
     0.6395    0.4801
     0.6243    0.4843
     0.6091    0.488
     0.5937    0.4911
     0.5782    0.4938
     0.5627    0.4961
     0.5471    0.4978
     0.5314    0.499
     0.5157    0.4998
     0.5       0.5
     0.4843    0.4998
     0.4686    0.499
     0.4529    0.4978
     0.4373    0.4961
     0.4218    0.4938
     0.4063    0.4911
     0.3909    0.488
     0.3757    0.4843
     0.3605    0.4801
     0.3455    0.4755
     0.3306    0.4704
     0.3159    0.4649
     0.3014    0.4589
     0.2871    0.4524
     0.273     0.4455
     0.2591    0.4382
     0.2455    0.4304
     0.2321    0.4222
     0.219     0.4135
     0.2061    0.4045
     0.1935    0.3951
     0.1813    0.3853
     0.1693    0.3751
     0.1577    0.3645
     0.1464    0.3536
     0.1355    0.3423
     0.1249    0.3307
     0.1147    0.3187
     0.1049    0.3065
     0.0955    0.2939
     0.0865    0.281
     0.0778    0.2679
     0.0696    0.2545
     0.0618    0.2409
     0.0545    0.227
     0.0476    0.2129
     0.0411    0.1986
     0.0351    0.1841
     0.0296    0.1694
     0.0245    0.1545
     0.0199    0.1395
     0.0157    0.1243
     0.012     0.1091
     0.0089    0.0937
     0.0062    0.0782
     0.0039    0.0627
     0.0022    0.0471
     0.001     0.0314
     0.0002    0.0157
     0         0
     0.0002    -0.0157
     0.001     -0.0314
     0.0022    -0.0471
     0.0039    -0.0627
     0.0062    -0.0782
     0.0089    -0.0937
     0.012     -0.1091
     0.0157    -0.1243
     0.0199    -0.1395
     0.0245    -0.1545
     0.0296    -0.1694
     0.0351    -0.1841
     0.0411    -0.1986
     0.0476    -0.2129
     0.0545    -0.227
     0.0618    -0.2409
     0.0696    -0.2545
     0.0778    -0.2679
     0.0865    -0.281
     0.0955    -0.2939
     0.1049    -0.3065
     0.1147    -0.3187
     0.1249    -0.3307
     0.1355    -0.3423
     0.1464    -0.3536
     0.1577    -0.3645
     0.1693    -0.3751
     0.1813    -0.3853
     0.1935    -0.3951
     0.2061    -0.4045
     0.219     -0.4135
     0.2321    -0.4222
     0.2455    -0.4304
     0.2591    -0.4382
     0.273     -0.4455
     0.2871    -0.4524
     0.3014    -0.4589
     0.3159    -0.4649
     0.3306    -0.4704
     0.3455    -0.4755
     0.3605    -0.4801
     0.3757    -0.4843
     0.3909    -0.488
     0.4063    -0.4911
     0.4218    -0.4938
     0.4373    -0.4961
     0.4529    -0.4978
     0.4686    -0.499
     0.4843    -0.4998
     0.5       -0.5
     0.5157    -0.4998
     0.5314    -0.499
     0.5471    -0.4978
     0.5627    -0.4961
     0.5782    -0.4938
     0.5937    -0.4911
     0.6091    -0.488
     0.6243    -0.4843
     0.6395    -0.4801
     0.6545    -0.4755
     0.6694    -0.4704
     0.6841    -0.4649
     0.6986    -0.4589
     0.7129    -0.4524
     0.727     -0.4455
     0.7409    -0.4382
     0.7545    -0.4304
     0.7679    -0.4222
     0.781     -0.4135
     0.7939    -0.4045
     0.8065    -0.3951
     0.8187    -0.3853
     0.8307    -0.3751
     0.8423    -0.3645
     0.8536    -0.3536
     0.8645    -0.3423
     0.8751    -0.3307
     0.8853    -0.3187
     0.8951    -0.3065
     0.9045    -0.2939
     0.9135    -0.281
     0.9222    -0.2679
     0.9304    -0.2545
     0.9382    -0.2409
     0.9455    -0.227
     0.9524    -0.2129
     0.9589    -0.1986
     0.9649    -0.1841
     0.9704    -0.1694
     0.9755    -0.1545
     0.9801    -0.1395
     0.9843    -0.1243
     0.988     -0.1091
     0.9911    -0.0937
     0.9938    -0.0782
     0.9961    -0.0627
     0.9978    -0.0471
     0.999     -0.0314
     0.9998    -0.0157
     1         -0
